,funding_cycle,county_name,visit_type,item,variable,variable_detail,frequency_count,percent,date_closed,location,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,:@computed_region_assa_msit,:@computed_region_8ire_itmf,:@computed_region_5edz_4hdv
678,2014-2019,Broome,Initial visits,Respondent demographics,Hispanic ethnicity,Yes,122,12.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
679,2014-2019,Broome,Initial visits,Respondent demographics,Race: Asian,Asian,18,1.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
680,2014-2019,Broome,Initial visits,Respondent demographics,Race: Black,Black/African American,281,27.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
681,2014-2019,Broome,Initial visits,Respondent demographics,Race: Native American,Native American,8,0.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
682,2014-2019,Broome,Initial visits,Respondent demographics,Race: Other not specified,Other not specified,119,11.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
683,2014-2019,Broome,Initial visits,Respondent demographics,Race: Unknown,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
684,2014-2019,Broome,Initial visits,Respondent demographics,Race: White,White,640,62.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
685,2014-2019,Broome,Initial visits,Respondent demographics,Receives public assistance,No,263,25.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
686,2014-2019,Broome,Initial visits,Respondent demographics,Receives public assistance,Yes,757,74.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
687,2014-2019,Broome,Revisits,Housing condition,Chemical smell indoors,Unknown,221,100.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
688,2014-2019,Broome,Revisits,Housing condition,"Cockroaches, evidence or reported",Improved,29,13.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
689,2014-2019,Broome,Revisits,Housing condition,"Cockroaches, evidence or reported",Unknown,192,86.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
690,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint inside,Improved,4,2.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
691,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint inside,Not applicable,30,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
692,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint inside,Unknown,187,97.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
693,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint outside,Improved,5,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
694,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint outside,Not applicable,30,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
695,2014-2019,Broome,Revisits,Housing condition,Deteriorated paint outside,Unknown,186,97.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
696,2014-2019,Broome,Revisits,Housing condition,Effective housecleaning,Improved,5,2.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
697,2014-2019,Broome,Revisits,Housing condition,Effective housecleaning,Unknown,216,97.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
698,2014-2019,Broome,Revisits,Housing condition,Electrical hazards,Improved,8,3.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
699,2014-2019,Broome,Revisits,Housing condition,Electrical hazards,Unknown,213,96.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
700,2014-2019,Broome,Revisits,Housing condition,Every room has ventilation,Improved,1,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
701,2014-2019,Broome,Revisits,Housing condition,Every room has ventilation,Unknown,220,99.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
702,2014-2019,Broome,Revisits,Housing condition,Exits function properly,Improved,1,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
703,2014-2019,Broome,Revisits,Housing condition,Exits function properly,Unknown,220,99.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
704,2014-2019,Broome,Revisits,Housing condition,Food/harborage for cockroaches,Improved,26,11.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
705,2014-2019,Broome,Revisits,Housing condition,Food/harborage for cockroaches,Unknown,195,88.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
706,2014-2019,Broome,Revisits,Housing condition,Functional fire extinguisher,Improved,166,75.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
707,2014-2019,Broome,Revisits,Housing condition,Functional fire extinguisher,Unknown,55,24.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
708,2014-2019,Broome,Revisits,Housing condition,Functional smoke detector on every floor,Improved,68,30.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
709,2014-2019,Broome,Revisits,Housing condition,Functional smoke detector on every floor,Unknown,153,69.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
710,2014-2019,Broome,Revisits,Housing condition,Functional smoke detectors in common areas,Improved,12,5.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
711,2014-2019,Broome,Revisits,Housing condition,Functional smoke detectors in common areas,Unknown,209,94.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
712,2014-2019,Broome,Revisits,Housing condition,Furnace filter dirty or missing,Improved,8,3.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
713,2014-2019,Broome,Revisits,Housing condition,Furnace filter dirty or missing,Unknown,213,96.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
714,2014-2019,Broome,Revisits,Housing condition,Humidifier or vaporizer used,Unknown,221,100.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
715,2014-2019,Broome,Revisits,Housing condition,Improperly stored flammables,Improved,1,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
716,2014-2019,Broome,Revisits,Housing condition,Improperly stored flammables,Unknown,220,99.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
717,2014-2019,Broome,Revisits,Housing condition,Improperly stored garbage inside,Improved,26,11.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
718,2014-2019,Broome,Revisits,Housing condition,Improperly stored garbage inside,Unknown,195,88.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
719,2014-2019,Broome,Revisits,Housing condition,Improperly stored garbage near building,Improved,16,7.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
720,2014-2019,Broome,Revisits,Housing condition,Improperly stored garbage near building,Unknown,205,92.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
721,2014-2019,Broome,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Improved,7,3.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
722,2014-2019,Broome,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Unknown,214,96.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
723,2014-2019,Broome,Revisits,Housing condition,"Mice, evidence or reported",Improved,19,8.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
724,2014-2019,Broome,Revisits,Housing condition,"Mice, evidence or reported",Unknown,202,91.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
725,2014-2019,Broome,Revisits,Housing condition,"Mold or mildew, observed or smell",Improved,14,6.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
726,2014-2019,Broome,Revisits,Housing condition,"Mold or mildew, observed or smell",Unknown,207,93.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
727,2014-2019,Broome,Revisits,Housing condition,Plumbing leaks,Improved,15,6.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
728,2014-2019,Broome,Revisits,Housing condition,Plumbing leaks,Unknown,206,93.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
729,2014-2019,Broome,Revisits,Housing condition,"Rats, evidence or reported",Improved,1,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
730,2014-2019,Broome,Revisits,Housing condition,"Rats, evidence or reported",Unknown,220,99.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
731,2014-2019,Broome,Revisits,Housing condition,Residents practice exit drills,Improved,30,13.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
732,2014-2019,Broome,Revisits,Housing condition,Residents practice exit drills,Unknown,191,86.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
733,2014-2019,Broome,Revisits,Housing condition,Roofing or structural leaks,Improved,3,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
734,2014-2019,Broome,Revisits,Housing condition,Roofing or structural leaks,Unknown,218,98.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
735,2014-2019,Broome,Revisits,Housing condition,Significant clutter,Improved,10,4.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
736,2014-2019,Broome,Revisits,Housing condition,Significant clutter,Unknown,211,95.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
737,2014-2019,Broome,Revisits,Housing condition,Significant dust accumulation,Improved,15,6.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
738,2014-2019,Broome,Revisits,Housing condition,Significant dust accumulation,Unknown,205,92.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
739,2014-2019,Broome,Revisits,Housing condition,Significant dust accumulation,Yes,1,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
740,2014-2019,Broome,Revisits,Housing condition,Smell of scented products,Improved,3,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
741,2014-2019,Broome,Revisits,Housing condition,Smell of scented products,Unknown,218,98.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
742,2014-2019,Broome,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,Improved,89,40.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
743,2014-2019,Broome,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,Unknown,132,59.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
744,2014-2019,Broome,Revisits,Housing condition,Smoker in home,Improved,8,3.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
745,2014-2019,Broome,Revisits,Housing condition,Smoker in home,No,5,2.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
746,2014-2019,Broome,Revisits,Housing condition,Smoker in home,Unknown,205,92.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
747,2014-2019,Broome,Revisits,Housing condition,Smoker in home,Yes,3,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
748,2014-2019,Broome,Revisits,Housing condition,Smoking allowed in home,No,2,66.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
749,2014-2019,Broome,Revisits,Housing condition,Smoking allowed in home,Not applicable,218,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
750,2014-2019,Broome,Revisits,Housing condition,Smoking allowed in home,Unknown,1,33.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
751,2014-2019,Broome,Revisits,Housing condition,Smoking limited to certain rooms,No,2,66.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
752,2014-2019,Broome,Revisits,Housing condition,Smoking limited to certain rooms,Not applicable,218,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
753,2014-2019,Broome,Revisits,Housing condition,Smoking limited to certain rooms,Unknown,1,33.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
754,2014-2019,Broome,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",Improved,3,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
755,2014-2019,Broome,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",Unknown,218,98.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
756,2014-2019,Broome,Revisits,Housing condition,Wall-to-wall carpeting or large rugs,Unknown,221,100.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
757,2014-2019,Broome,Revisits,Housing condition,Working carbon monoxide detector,Improved,89,40.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
758,2014-2019,Broome,Revisits,Housing condition,Working carbon monoxide detector,Unknown,132,59.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
759,2014-2019,Cayuga,Initial visits,Housing condition,Chemical smell indoors,No,1106,93.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
760,2014-2019,Cayuga,Initial visits,Housing condition,Chemical smell indoors,Unknown,47,4.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
761,2014-2019,Cayuga,Initial visits,Housing condition,Chemical smell indoors,Yes,27,2.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
762,2014-2019,Cayuga,Initial visits,Housing condition,"Cockroaches, evidence or reported",No,1089,92.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
763,2014-2019,Cayuga,Initial visits,Housing condition,"Cockroaches, evidence or reported",Unknown,39,3.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
764,2014-2019,Cayuga,Initial visits,Housing condition,"Cockroaches, evidence or reported",Yes,52,4.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
765,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint inside,No,547,85.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
766,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint inside,Not applicable,537,,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
767,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint inside,Unknown,11,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
768,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint inside,Yes,85,13.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
769,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint outside,No,512,79.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
770,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint outside,Not applicable,537,,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
771,2014-2019,Cayuga,Initial visits,Housing condition,Deteriorated paint outside,Unknown,8,1.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
