,funding_cycle,county_name,visit_type,item,variable,variable_detail,frequency_count,percent,date_closed,location,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,:@computed_region_assa_msit,:@computed_region_8ire_itmf,:@computed_region_5edz_4hdv
773,2014-2019,Cayuga,Initial visits,Housing condition,Effective housecleaning,No,268,22.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
774,2014-2019,Cayuga,Initial visits,Housing condition,Effective housecleaning,Unknown,28,2.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
775,2014-2019,Cayuga,Initial visits,Housing condition,Effective housecleaning,Yes,884,74.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
776,2014-2019,Cayuga,Initial visits,Housing condition,Electrical hazards,No,1027,87.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
777,2014-2019,Cayuga,Initial visits,Housing condition,Electrical hazards,Unknown,17,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
778,2014-2019,Cayuga,Initial visits,Housing condition,Electrical hazards,Yes,136,11.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
779,2014-2019,Cayuga,Initial visits,Housing condition,Every room has ventilation,No,141,11.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
780,2014-2019,Cayuga,Initial visits,Housing condition,Every room has ventilation,Unknown,14,1.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
781,2014-2019,Cayuga,Initial visits,Housing condition,Every room has ventilation,Yes,1025,86.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
782,2014-2019,Cayuga,Initial visits,Housing condition,Exits function properly,No,75,6.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
783,2014-2019,Cayuga,Initial visits,Housing condition,Exits function properly,Unknown,12,1.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
784,2014-2019,Cayuga,Initial visits,Housing condition,Exits function properly,Yes,1093,92.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
785,2014-2019,Cayuga,Initial visits,Housing condition,Food/harborage for cockroaches,No,1088,92.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
786,2014-2019,Cayuga,Initial visits,Housing condition,Food/harborage for cockroaches,Unknown,26,2.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
787,2014-2019,Cayuga,Initial visits,Housing condition,Food/harborage for cockroaches,Yes,66,5.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
788,2014-2019,Cayuga,Initial visits,Housing condition,Functional fire extinguisher,No,697,59.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
789,2014-2019,Cayuga,Initial visits,Housing condition,Functional fire extinguisher,Unknown,51,4.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
790,2014-2019,Cayuga,Initial visits,Housing condition,Functional fire extinguisher,Yes,432,36.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
791,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detector on every floor,No,523,44.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
792,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detector on every floor,Unknown,8,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
793,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detector on every floor,Yes,649,55.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
794,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detectors in common areas,No,205,17.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
795,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detectors in common areas,Unknown,663,56.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
796,2014-2019,Cayuga,Initial visits,Housing condition,Functional smoke detectors in common areas,Yes,312,26.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
797,2014-2019,Cayuga,Initial visits,Housing condition,Furnace filter dirty or missing,No,834,70.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
798,2014-2019,Cayuga,Initial visits,Housing condition,Furnace filter dirty or missing,Unknown,204,17.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
799,2014-2019,Cayuga,Initial visits,Housing condition,Furnace filter dirty or missing,Yes,142,12.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
800,2014-2019,Cayuga,Initial visits,Housing condition,Humidifier or vaporizer used,No,866,73.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
801,2014-2019,Cayuga,Initial visits,Housing condition,Humidifier or vaporizer used,Unknown,32,2.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
802,2014-2019,Cayuga,Initial visits,Housing condition,Humidifier or vaporizer used,Yes,282,23.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
803,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored flammables,No,1100,93.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
804,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored flammables,Unknown,38,3.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
805,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored flammables,Yes,42,3.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
806,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage inside,No,1038,88.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
807,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage inside,Unknown,26,2.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
808,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage inside,Yes,116,9.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
809,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage near building,No,1046,88.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
810,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage near building,Unknown,28,2.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
811,2014-2019,Cayuga,Initial visits,Housing condition,Improperly stored garbage near building,Yes,106,9.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
812,2014-2019,Cayuga,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,No,1013,85.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
813,2014-2019,Cayuga,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,Unknown,28,2.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
814,2014-2019,Cayuga,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,Yes,139,11.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
815,2014-2019,Cayuga,Initial visits,Housing condition,"Mice, evidence or reported",No,1010,85.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
816,2014-2019,Cayuga,Initial visits,Housing condition,"Mice, evidence or reported",Unknown,27,2.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
817,2014-2019,Cayuga,Initial visits,Housing condition,"Mice, evidence or reported",Yes,143,12.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
818,2014-2019,Cayuga,Initial visits,Housing condition,"Mold or mildew, observed or smell",No,989,83.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
819,2014-2019,Cayuga,Initial visits,Housing condition,"Mold or mildew, observed or smell",Unknown,21,1.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
820,2014-2019,Cayuga,Initial visits,Housing condition,"Mold or mildew, observed or smell",Yes,170,14.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
821,2014-2019,Cayuga,Initial visits,Housing condition,Plumbing leaks,No,1068,90.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
822,2014-2019,Cayuga,Initial visits,Housing condition,Plumbing leaks,Unknown,27,2.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
823,2014-2019,Cayuga,Initial visits,Housing condition,Plumbing leaks,Yes,85,7.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
824,2014-2019,Cayuga,Initial visits,Housing condition,"Rats, evidence or reported",No,1136,96.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
825,2014-2019,Cayuga,Initial visits,Housing condition,"Rats, evidence or reported",Unknown,33,2.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
826,2014-2019,Cayuga,Initial visits,Housing condition,"Rats, evidence or reported",Yes,11,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
827,2014-2019,Cayuga,Initial visits,Housing condition,Residents practice exit drills,No,439,37.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
828,2014-2019,Cayuga,Initial visits,Housing condition,Residents practice exit drills,Unknown,26,2.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
829,2014-2019,Cayuga,Initial visits,Housing condition,Residents practice exit drills,Yes,715,60.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
830,2014-2019,Cayuga,Initial visits,Housing condition,Roofing or structural leaks,No,1028,87.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
831,2014-2019,Cayuga,Initial visits,Housing condition,Roofing or structural leaks,Unknown,29,2.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
832,2014-2019,Cayuga,Initial visits,Housing condition,Roofing or structural leaks,Yes,123,10.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
833,2014-2019,Cayuga,Initial visits,Housing condition,Significant clutter,No,907,76.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
834,2014-2019,Cayuga,Initial visits,Housing condition,Significant clutter,Unknown,31,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
835,2014-2019,Cayuga,Initial visits,Housing condition,Significant clutter,Yes,242,20.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
836,2014-2019,Cayuga,Initial visits,Housing condition,Significant dust accumulation,No,919,77.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
837,2014-2019,Cayuga,Initial visits,Housing condition,Significant dust accumulation,Unknown,31,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
838,2014-2019,Cayuga,Initial visits,Housing condition,Significant dust accumulation,Yes,230,19.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
839,2014-2019,Cayuga,Initial visits,Housing condition,Smell of scented products,No,997,84.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
840,2014-2019,Cayuga,Initial visits,Housing condition,Smell of scented products,Unknown,39,3.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
841,2014-2019,Cayuga,Initial visits,Housing condition,Smell of scented products,Yes,144,12.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
842,2014-2019,Cayuga,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,No,614,52.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
843,2014-2019,Cayuga,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,Unknown,8,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
844,2014-2019,Cayuga,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,Yes,558,47.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
845,2014-2019,Cayuga,Initial visits,Housing condition,Smoker in home,No,764,64.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
846,2014-2019,Cayuga,Initial visits,Housing condition,Smoker in home,Unknown,3,0.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
847,2014-2019,Cayuga,Initial visits,Housing condition,Smoker in home,Yes,413,35.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
848,2014-2019,Cayuga,Initial visits,Housing condition,Smoking allowed in home,No,180,43.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
849,2014-2019,Cayuga,Initial visits,Housing condition,Smoking allowed in home,Not applicable,767,,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
850,2014-2019,Cayuga,Initial visits,Housing condition,Smoking allowed in home,Unknown,3,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
851,2014-2019,Cayuga,Initial visits,Housing condition,Smoking allowed in home,Yes,230,55.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
852,2014-2019,Cayuga,Initial visits,Housing condition,Smoking limited to certain rooms,No,252,61.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
853,2014-2019,Cayuga,Initial visits,Housing condition,Smoking limited to certain rooms,Not applicable,767,,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
854,2014-2019,Cayuga,Initial visits,Housing condition,Smoking limited to certain rooms,Unknown,12,2.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
855,2014-2019,Cayuga,Initial visits,Housing condition,Smoking limited to certain rooms,Yes,149,36.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
856,2014-2019,Cayuga,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",No,176,14.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
857,2014-2019,Cayuga,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",Unknown,11,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
858,2014-2019,Cayuga,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",Yes,993,84.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
859,2014-2019,Cayuga,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,No,352,29.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
860,2014-2019,Cayuga,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,Unknown,20,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
861,2014-2019,Cayuga,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,Yes,808,68.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
862,2014-2019,Cayuga,Initial visits,Housing condition,Working carbon monoxide detector,No,593,50.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
863,2014-2019,Cayuga,Initial visits,Housing condition,Working carbon monoxide detector,Unknown,24,2.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
864,2014-2019,Cayuga,Initial visits,Housing condition,Working carbon monoxide detector,Yes,563,47.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
865,2014-2019,Cayuga,Initial visits,Housing information,Age of building,1950-1978,162,13.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
866,2014-2019,Cayuga,Initial visits,Housing information,Age of building,Post-1978,280,23.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
867,2014-2019,Cayuga,Initial visits,Housing information,Age of building,Pre-1950,481,40.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
868,2014-2019,Cayuga,Initial visits,Housing information,Age of building,Unknown,257,21.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
869,2014-2019,Cayuga,Initial visits,Housing information,Owner occupied,No,13,2.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
870,2014-2019,Cayuga,Initial visits,Housing information,Owner occupied,Unknown,5,1.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
871,2014-2019,Cayuga,Initial visits,Housing information,Owner occupied,Yes,463,96.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
872,2014-2019,Cayuga,Initial visits,Housing information,Rental assistance,No/Unknown,400,57.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
873,2014-2019,Cayuga,Initial visits,Housing information,Rental assistance,Yes,298,42.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
874,2014-2019,Cayuga,Initial visits,Housing information,Renter/owner,Own,481,40.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
875,2014-2019,Cayuga,Initial visits,Housing information,Renter/owner,"Rent, private",438,37.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
876,2014-2019,Cayuga,Initial visits,Housing information,Renter/owner,"Rent, public",260,22.0,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
877,2014-2019,Cayuga,Initial visits,Housing information,Renter/owner,,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
878,2014-2019,Cayuga,Initial visits,Housing information,Units in building,1 unit,545,46.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
879,2014-2019,Cayuga,Initial visits,Housing information,Units in building,2 units,230,19.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
880,2014-2019,Cayuga,Initial visits,Housing information,Units in building,3 units,52,4.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
881,2014-2019,Cayuga,Initial visits,Housing information,Units in building,4 units,41,3.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
882,2014-2019,Cayuga,Initial visits,Housing information,Units in building,>5 units,261,22.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
883,2014-2019,Cayuga,Initial visits,Housing information,Units in building,5 units,26,2.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
884,2014-2019,Cayuga,Initial visits,Housing information,Units in building,Unknown,25,2.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
885,2014-2019,Cayuga,Initial visits,Respondent demographics,High school diploma or equivalent,No,226,19.2,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
886,2014-2019,Cayuga,Initial visits,Respondent demographics,High school diploma or equivalent,Unknown,21,1.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
887,2014-2019,Cayuga,Initial visits,Respondent demographics,High school diploma or equivalent,Yes,933,79.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
888,2014-2019,Cayuga,Initial visits,Respondent demographics,Hispanic ethnicity,No,1124,95.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
889,2014-2019,Cayuga,Initial visits,Respondent demographics,Hispanic ethnicity,Unknown,31,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
890,2014-2019,Cayuga,Initial visits,Respondent demographics,Hispanic ethnicity,Yes,25,2.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
891,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: Asian,Asian,6,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
892,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: Black,Black/African American,98,8.3,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
893,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: Native American,Native American,6,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
894,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: Other not specified,Other not specified,16,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
895,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: Unknown,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
896,2014-2019,Cayuga,Initial visits,Respondent demographics,Race: White,White,1067,90.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
897,2014-2019,Cayuga,Initial visits,Respondent demographics,Receives public assistance,No,662,56.1,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
898,2014-2019,Cayuga,Initial visits,Respondent demographics,Receives public assistance,Unknown,17,1.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
899,2014-2019,Cayuga,Initial visits,Respondent demographics,Receives public assistance,Yes,501,42.5,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
900,2014-2019,Cayuga,Revisits,Housing condition,Chemical smell indoors,Improved,4,2.4,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
901,2014-2019,Cayuga,Revisits,Housing condition,Chemical smell indoors,No,101,60.8,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
902,2014-2019,Cayuga,Revisits,Housing condition,Chemical smell indoors,Unknown,61,36.7,2017-10-27T00:00:00.000,"{'latitude': '42.940095', 'longitude': '-76.560755'}",343.0,618.0,43.0,,660.0
